HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0001176,TXCIAUNLDRJGJZ,,Cytidine monophosphate N-acetylneuraminic acid,448209,C00128,16556,3063-71-6,TXCIAUNLDRJGJZ-BILDWYJOSA-N,[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(C)=O)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)C(O)=O)[C@H](O)[C@H](O)CO,TXCIAUNLDRJGJZ-BILDWYJOSA-N,TXCIAUNLDRJGJZ,CTD,,,,,Yes,,,,12.5,,,,,0,,Yes,Yes,Yes,75,29.2,KEGG/Reactome,1,1,1,2
HMDB0003933,,,Pentosidine,119593,C21014,59951,124505-87-9,AYEKKSTZQYEZPU-RYUDHWBXSA-N,N[C@@H](CCCCN1C=CC=C2N=C(NCCC[C@H](N)C(O)=O)N=C12)C(O)=O,AYEKKSTZQYEZPU-RYUDHWBXSA-N,AYEKKSTZQYEZPU,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,Yes,,,25,29.2,,0,0,1,1
HMDB0004035,,,22b-Hydroxycholesterol,167685,C05502,385115,17954-98-2,RZPAXNJLEKLXNO-GFKLAVDKSA-N,[H][C@@]12CC[C@H]([C@H](C)[C@H](O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,RZPAXNJLEKLXNO-GFKLAVDKSA-N,RZPAXNJLEKLXNO,CTD,,,,,Yes,,,,12.5,,,,,0,,Yes,Yes,Yes,75,29.2,KEGG,1,1,1,2
HMDB0004194,,,N1-Methyl-4-pyridone-3-carboxamide,440810,C05843,27838,3128-29-8,KTLRWTOPTKGYQY-UHFFFAOYSA-N,CN1C=CC(=O)C(=C1)C(N)=O,KTLRWTOPTKGYQY-UHFFFAOYSA-N,KTLRWTOPTKGYQY,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,0,1,1
HMDB0000508,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-ZXFHETKHSA-N,Ribitol,,C00474,15963,488-81-3,HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@H](O)[C@H](O)[C@H](O)CO,HEBKCHPVOIAQTA-ZXFHETKHSA-N,HEBKCHPVOIAQTA,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,,Yes,,,25,29.2,KEGG,1,1,1,2
HMDB0000107,FBPFZTCFMRRESA,FBPFZTCFMRRESA-GUCUJZIJSA-N,Galactitol,11850,C01697,16813,608-66-2,FBPFZTCFMRRESA-GUCUJZIJSA-N,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,FBPFZTCFMRRESA-GUCUJZIJSA-N,FBPFZTCFMRRESA,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,0,1,1
HMDB0000874,,,Tauroursodeoxycholic acid,12443252,C16868,80774,14605-22-2,BHTRKEVKTKCXOH-VSHSPWMTSA-N,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)CC2C[C@H](O)CC[C@]12C,BHTRKEVKTKCXOH-VSHSPWMTSA-N,BHTRKEVKTKCXOH,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,,,,,0,29.2,,0,1,1,2
HMDB0000824,UFAHZIUFPNSHSL,UFAHZIUFPNSHSL-UHFFFAOYSA-N,Propionylcarnitine,107738,C03017,28867,119793-66-7,UFAHZIUFPNSHSL-UHFFFAOYSA-N,CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C,UFAHZIUFPNSHSL-UHFFFAOYSA-N,UFAHZIUFPNSHSL,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,Yes,Yes,50,29.2,Reactome,1,1,1,2
HMDB0003229,SECPZKHBENQXJG,SECPZKHBENQXJG-FPLPWBNLSA-N,Palmitoleic acid,445638,C08362,28716,373-49-9,SECPZKHBENQXJG-FPLPWBNLSA-N,CCCCCC\C=C/CCCCCCCC(O)=O,SECPZKHBENQXJG-FPLPWBNLSA-N,SECPZKHBENQXJG,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,Yes,,50,29.2,Reactome,1,1,1,2
HMDB0000754,AXFYFNCPONWUHW,AXFYFNCPONWUHW-UHFFFAOYSA-N,3-Hydroxyisovaleric acid,69362,,37084,4026-18-0,AXFYFNCPONWUHW-UHFFFAOYSA-N,CC(C)(O)CC(O)=O,AXFYFNCPONWUHW-UHFFFAOYSA-N,AXFYFNCPONWUHW,MML,,,,,Yes,,Yes,Yes,37.5,Yes,,,Yes,50,,,,,0,29.2,,0,1,1,2
HMDB0060484,,,Indolepyruvate,803,C00331,29750,0392-12-1,RSTKLPZEZYGQPY-UHFFFAOYSA-N,OC(=O)C(=O)CC1=CNC2=CC=CC=C12,RSTKLPZEZYGQPY-UHFFFAOYSA-N,RSTKLPZEZYGQPY,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,Yes,,50,29.2,KEGG/Reactome,1,1,1,2
HMDB0003681,UZTFMUBKZQVKLK,UZTFMUBKZQVKLK-UHFFFAOYSA-N,4-Acetamidobutanoic acid,18189,C02946,17645,3025-96-5,UZTFMUBKZQVKLK-UHFFFAOYSA-N,CC(=O)NCCCC(O)=O,UZTFMUBKZQVKLK-UHFFFAOYSA-N,UZTFMUBKZQVKLK,MML,,,,,,,,Yes,12.5,Yes,,,,25,Yes,Yes,,,50,29.2,KEGG,1,1,1,2
HMDB0000625,RGHNJXZEOKUKBD,RGHNJXZEOKUKBD-SQOUGZDYSA-N,Gluconic acid,10690,C00257,33198,0527-07-01,RGHNJXZEOKUKBD-SQOUGZDYSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,RGHNJXZEOKUKBD-SQOUGZDYSA-N,RGHNJXZEOKUKBD,MML,,,,,,,,Yes,12.5,Yes,,,,25,Yes,Yes,,,50,29.2,KEGG,1,1,1,2
HMDB0001051,MNQZXJOMYWMBOU,MNQZXJOMYWMBOU-UHFFFAOYSA-N,Glyceraldehyde,751,C02154,5445,56-82-6,MNQZXJOMYWMBOU-UHFFFAOYSA-N,OCC(O)C=O,MNQZXJOMYWMBOU-UHFFFAOYSA-N,MNQZXJOMYWMBOU,MML,,,,,,,Yes,,12.5,Yes,,,,25,Yes,,,Yes,50,29.2,,0,0,1,1
HMDB0000755,,,Hydroxyphenyllactic acid,9378,C03672,17385,6482-98-0,JVGVDSSUAVXRDY-UHFFFAOYSA-N,OC(CC1=CC=C(O)C=C1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N,JVGVDSSUAVXRDY,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,Yes,,,,25,29.2,,0,1,1,2
HMDB0000682,BXFFHSIDQOFMLE,BXFFHSIDQOFMLE-UHFFFAOYSA-N,Indoxyl sulfate,10258,,43355,2642-37-7,BXFFHSIDQOFMLE-UHFFFAOYSA-N,OS(=O)(=O)OC1=CNC2=CC=CC=C12,BXFFHSIDQOFMLE-UHFFFAOYSA-N,BXFFHSIDQOFMLE,MML,Yes,,,,,,Yes,Yes,37.5,Yes,Yes,,,50,,,,,0,29.2,,0,1,1,2
HMDB0000719,UKAUYVFTDYCKQA,UKAUYVFTDYCKQA-VKHMYHEASA-N,L-Homoserine,12647,C00263,15699,672-15-1,UKAUYVFTDYCKQA-VKHMYHEASA-N,N[C@@H](CCO)C(O)=O,UKAUYVFTDYCKQA-VKHMYHEASA-N,UKAUYVFTDYCKQA,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0002243,SIOXPEMLGUPBBT,SIOXPEMLGUPBBT-UHFFFAOYSA-N,Picolinic acid,1018,C10164,28747,98-98-6,SIOXPEMLGUPBBT-UHFFFAOYSA-N,OC(=O)C1=CC=CC=N1,SIOXPEMLGUPBBT-UHFFFAOYSA-N,SIOXPEMLGUPBBT,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,Yes,,,25,29.2,KEGG,1,1,1,2
HMDB0003411,ONIBWKKTOPOVIA,ONIBWKKTOPOVIA-SCSAIBSYSA-N,D-Proline,8988,C00763,16313,344-25-2,ONIBWKKTOPOVIA-SCSAIBSYSA-N,OC(=O)[C@H]1CCCN1,ONIBWKKTOPOVIA-SCSAIBSYSA-N,ONIBWKKTOPOVIA,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0000700,,,Hydroxypropionic acid,68152,C01013,33404,6487-38-3,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,OCCC(O)=O,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,ALRHLSYJTWAHJZ,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,0,1,1
HMDB0004089,,,Formylanthranilic acid,101399,C05653,36575,3342-77-6,LLLPDUXGHXIXIW-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1NC=O,LLLPDUXGHXIXIW-UHFFFAOYSA-N,LLLPDUXGHXIXIW,MML,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0001867,,,4-Aminohippuric acid,2148,D06890,104011,61-78-9,HSMNQINEKMPTIC-UHFFFAOYSA-N,NC1=CC=C(C=C1)C(=O)NCC(O)=O,HSMNQINEKMPTIC-UHFFFAOYSA-N,HSMNQINEKMPTIC,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,,,Yes,,25,29.2,Reactome,1,1,1,2
HMDB0000840,,,Salicyluric acid,10253,C07588,9008,132390-61-5,ONJSZLXSECQROL-UHFFFAOYSA-N,OC(=O)CNC(=O)C1=CC=CC=C1O,ONJSZLXSECQROL-UHFFFAOYSA-N,ONJSZLXSECQROL,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,Yes,,25,29.2,Reactome,1,1,1,2
HMDB0006961,XLSMFKSTNGKWQX,XLSMFKSTNGKWQX-UHFFFAOYSA-N,Hydroxyacetone,8299,C05235,27957,0116-09-06,XLSMFKSTNGKWQX-UHFFFAOYSA-N,CC(=O)CO,XLSMFKSTNGKWQX-UHFFFAOYSA-N,XLSMFKSTNGKWQX,MML,,,,,Yes,,,,12.5,Yes,,,,25,Yes,Yes,,,50,29.2,KEGG,1,1,1,2
HMDB0060074,,,Reverse-triiodthyronine,22069,C07639,28774,2820-50-0,HZCBWYNLGPIQRK-UHFFFAOYSA-N,NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C=C1)C(O)=O,HZCBWYNLGPIQRK-UHFFFAOYSA-N,HZCBWYNLGPIQRK,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,Yes,,75,29.2,Reactome,1,0,1,1
HMDB0000691,,,Malonic acid,867,C00383,30794,141-82-2,OFOBLEOULBTSOW-UHFFFAOYSA-N,OC(=O)CC(O)=O,OFOBLEOULBTSOW-UHFFFAOYSA-N,OFOBLEOULBTSOW,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0000535,,,Caproic acid,8892,C01585,30776,142-62-1,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(O)=O,FUZZWVXGSFPDMH-UHFFFAOYSA-N,FUZZWVXGSFPDMH,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,,,Yes,25,29.2,,0,0,1,1
HMDB0002212,VKOBVWXKNCXXDE,VKOBVWXKNCXXDE-UHFFFAOYSA-N,Arachidic acid,10467,C06425,28822,506-30-9,VKOBVWXKNCXXDE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(O)=O,VKOBVWXKNCXXDE-UHFFFAOYSA-N,VKOBVWXKNCXXDE,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,Yes,,50,29.2,KEGG/Reactome,1,1,1,2
HMDB0000479,JDHILDINMRGULE,JDHILDINMRGULE-LURJTMIESA-N,3-Methylhistidine,64969,C01152,27596,###############################################################################################################################################################################################################################################################,JDHILDINMRGULE-LURJTMIESA-N,CN1C=NC=C1C[C@H](N)C(O)=O,JDHILDINMRGULE-LURJTMIESA-N,JDHILDINMRGULE,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0001539,YDGMGEXADBMOMJ,YDGMGEXADBMOMJ-LURJTMIESA-N,Asymmetric dimethylarginine,123831,C03626,17929,220805-22-1,YDGMGEXADBMOMJ-LURJTMIESA-N,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,YDGMGEXADBMOMJ-LURJTMIESA-N,YDGMGEXADBMOMJ,MML,,,Yes,,,,Yes,Yes,37.5,Yes,,,Yes,50,,,,,0,29.2,,0,1,1,2
HMDB0001190,WHOOUMGHGSPMGR,WHOOUMGHGSPMGR-UHFFFAOYSA-N,Indoleacetaldehyde,800,C00637,18086,20095-27-6,WHOOUMGHGSPMGR-UHFFFAOYSA-N,O=CCC1=CNC2=CC=CC=C12,WHOOUMGHGSPMGR-UHFFFAOYSA-N,WHOOUMGHGSPMGR,MML,,,,,,,,Yes,12.5,,,,,0,Yes,Yes,,Yes,75,29.2,KEGG,1,1,1,2
HMDB0000607,,,Cyanocobalamin,,C02823,17439,68-19-9,SEKGMJVHSBBHRD-WZHZPDAFSA-M,OC[C@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(=O)O[C@]([H])(C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=CC(C)=C(C)C=C12,SEKGMJVHSBBHRD-WZHZPDAFSA-M,SEKGMJVHSBBHRD,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,,Yes,,25,29.2,Reactome,1,0,1,1
HMDB0000512,,,N-Acetyl-L-phenylalanine,74839,C03519,16259,2018-61-3,CBQJSKKFNMDLON-JTQLQIEISA-N,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,CBQJSKKFNMDLON-JTQLQIEISA-N,CBQJSKKFNMDLON,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,Yes,,,25,29.2,KEGG,1,1,1,2
HMDB0000897,FZWGECJQACGGTI,FZWGECJQACGGTI-UHFFFAOYSA-N,7-Methylguanine,11361,C02242,2274,578-76-7,FZWGECJQACGGTI-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)N=C(N)N2,FZWGECJQACGGTI-UHFFFAOYSA-N,FZWGECJQACGGTI,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,Yes,,25,29.2,Reactome,1,1,1,2
HMDB0001432,,,Agmatine,199,C00179,17431,2482-00-0,QYPPJABKJHAVHS-UHFFFAOYSA-N,NCCCCNC(N)=N,QYPPJABKJHAVHS-UHFFFAOYSA-N,QYPPJABKJHAVHS,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,Yes,,50,29.2,KEGG/Reactome,1,1,1,2
HMDB0000631,WVULKSPCQVQLCU,WVULKSPCQVQLCU-ZMBDPXIHSA-N,Deoxycholic acid glycine conjugate,22833539,C05464,27471,16409-34-0,WVULKSPCQVQLCU-ZMBDPXIHSA-N,[H][C@]12CCC3C4CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]4(C)[C@@H](O)CC3[C@@]1(C)CC[C@@H](O)C2,WVULKSPCQVQLCU-ZMBDPXIHSA-N,WVULKSPCQVQLCU,MML,,,,,,,,Yes,12.5,Yes,Yes,,,50,,,,Yes,25,29.2,,0,1,1,2
HMDB0004225,,,2-Oxoarginine,558,C03771,58489,04/10/3715,ARBHXJXXVVHMET-UHFFFAOYSA-N,NC(N)=NCCCC(=O)C(O)=O,ARBHXJXXVVHMET-UHFFFAOYSA-N,ARBHXJXXVVHMET,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,0,1
HMDB0059660,JZNWSCPGTDBMEW,JZNWSCPGTDBMEW-YFKPBYRVSA-N,sn-glycero-3-Phosphoethanolamine,5459861,C01233,64574,1190-00-7,JZNWSCPGTDBMEW-YFKPBYRVSA-N,NCCO[P@@](O)(=O)OC[C@@H](O)CO,JZNWSCPGTDBMEW-YFKPBYRVSA-N,JZNWSCPGTDBMEW,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,Yes,,50,29.2,KEGG/Reactome,1,1,0,1
HMDB0004029,,,11-Dehydrocorticosterone,13783449,C05490,78600,,FUFLCEKSBBHCMO-IWBQTIMDSA-N,[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,FUFLCEKSBBHCMO-IWBQTIMDSA-N,FUFLCEKSBBHCMO,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0013127,UEFRDQSMQXDWTO,,Hydroxybutyrylcarnitine,53481699,,84842,,UEFRDQSMQXDWTO-GKAPJAKFSA-N,CC(O)CC(=O)O[C@@H](CC([O-])=O)C[N+](C)(C)C,UEFRDQSMQXDWTO-GKAPJAKFSA-N,UEFRDQSMQXDWTO,MML,,,,,,,,Yes,12.5,Yes,Yes,,Yes,75,,,,,0,29.2,,0,1,1,2
HMDB0000268,,,Tetrahydrocorticosterone,9863245,C05476,9481,68-42-8,RHQQHZQUAMFINJ-DSCSGEDNSA-N,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])C2CC[C@]2([H])C[C@H](O)CC[C@]12C,RHQQHZQUAMFINJ-DSCSGEDNSA-N,RHQQHZQUAMFINJ,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,Yes,50,29.2,KEGG,1,1,1,2
HMDB0001430,,,L-Dopachrome,5459802,C01693,15772,,VJNCICVKUHKIIV-LURJTMIESA-N,OC(=O)[C@@H]1CC2=CC(=O)C(=O)C=C2N1,VJNCICVKUHKIIV-LURJTMIESA-N,VJNCICVKUHKIIV,T3DB,,,,,,,Yes,,12.5,,,,,0,Yes,Yes,,Yes,75,29.2,KEGG,1,0,1,1
HMDB0013240,,,Indoleacetyl glutamine,25200879,,70811,,DVJIJAYHBZALOJ-UHFFFAOYSA-N,NC(=O)CCC(NC(=O)CC1=CNC2=CC=CC=C12)C(O)=O,DVJIJAYHBZALOJ-UHFFFAOYSA-N,DVJIJAYHBZALOJ,MML,,,,,,Yes,,,12.5,Yes,Yes,,,50,Yes,,,,25,29.2,,0,0,0,0
HMDB0006814,,,1D-myo-Inositol 3-phosphate,440194,C04006,18169,,INAPMGSXUVUWAF-LXOASSSBSA-N,OC1[C@H](O)[C@H](O)C(OP(O)(O)=O)[C@@H](O)[C@@H]1O,INAPMGSXUVUWAF-LXOASSSBSA-N,INAPMGSXUVUWAF,Tox21,,,Yes,,,,,,12.5,,,,,0,Yes,Yes,,Yes,75,29.2,KEGG,1,0,0,0
HMDB0003555,MBWXNTAXLNYFJB,,Vitamin K1,5280483,C02059,583972,,MBWXNTAXLNYFJB-LKUDQCMESA-N,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O,MBWXNTAXLNYFJB-LKUDQCMESA-N,MBWXNTAXLNYFJB,MML,,,,Yes,,,,,12.5,,,Yes,,25,,Yes,,Yes,50,29.2,KEGG,1,0,1,1
HMDB0000710,,,4-Hydroxybutyric acid,10413,C00989,30830,30470-15-6,SJZRECIVHVDYJC-UHFFFAOYSA-N,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,SJZRECIVHVDYJC,MML,,,,,,,Yes,Yes,25,Yes,,,,25,,Yes,,,25,25,KEGG,1,1,1,2
HMDB0000522,,,3-Methylglutaconic acid,1551553,,37245,15649-56-6,WKRBKYFIJPGYQC-DUXPYHPUSA-N,C\C(CC(O)=O)=C/C(O)=O,WKRBKYFIJPGYQC-DUXPYHPUSA-N,WKRBKYFIJPGYQC,MML,,,,,,,Yes,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0006101,,,Enterolactone,123917,C18165,81555,185254-87-9,HVDGDHBAMCBBLR-UHFFFAOYSA-N,OC1=CC=CC(CC2COC(=O)C2CC2=CC(O)=CC=C2)=C1,HVDGDHBAMCBBLR-UHFFFAOYSA-N,HVDGDHBAMCBBLR,MML,,,,,Yes,,Yes,,25,Yes,Yes,,,50,,,,,0,25,,0,1,1,2
HMDB0003334,HVPFXCBJHIIJGS,HVPFXCBJHIIJGS-LURJTMIESA-N,Symmetric dimethylarginine,169148,,25682,30344-00-4,HVPFXCBJHIIJGS-LURJTMIESA-N,CN\C(NCCC[C@H](N)C(O)=O)=N/C,HVPFXCBJHIIJGS-LURJTMIESA-N,HVPFXCBJHIIJGS,MML,,,,,,,Yes,Yes,25,Yes,,,,25,,,Yes,,25,25,,0,1,1,2
HMDB0007973,JLPULHDHAOZNQI,JLPULHDHAOZNQI-ZTIMHPMXSA-N,"PC(16:0/18:2(9Z,12Z))",5287971,,73002,17708-90-6,JLPULHDHAOZNQI-ZTIMHPMXSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,JLPULHDHAOZNQI-ZTIMHPMXSA-N,JLPULHDHAOZNQI,MML,Yes,,,,,,,Yes,25,Yes,,,,25,,,Yes,,25,25,Reactome,1,1,1,2
HMDB0010169,RWKUXQNLWDTSLO,,SM(d18:1/16:0),5283590,,78646,,RWKUXQNLWDTSLO-GWQJGLRPSA-O,CCCCCCCCCCCCCCCC(=O)N[C@@]([H])(COP(O)(=O)OCC[N+](C)(C)C)[C@]([H])(O)\C=C\CCCCCCCCCCCCC,RWKUXQNLWDTSLO-GWQJGLRPSA-O,RWKUXQNLWDTSLO,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0010386,SPJFYYJXNPEZDW,SPJFYYJXNPEZDW-FTJOPAKQSA-N,"LysoPC(18:2(9Z,12Z))",11005824,,73869,,SPJFYYJXNPEZDW-FTJOPAKQSA-N,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC[C@@]([H])(O)COP([O-])(=O)OCC[N+](C)(C)C,SPJFYYJXNPEZDW-FTJOPAKQSA-N,SPJFYYJXNPEZDW,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0000176,VZCYOOQTPOCHFL,VZCYOOQTPOCHFL-UPHRSURJSA-N,Maleic acid,444972,C01384,18300,110-16-7,VZCYOOQTPOCHFL-UPHRSURJSA-N,OC(=O)\C=C/C(O)=O,VZCYOOQTPOCHFL-UPHRSURJSA-N,VZCYOOQTPOCHFL,MML,,,,,,,Yes,Yes,25,Yes,,,,25,,Yes,,,25,25,KEGG,1,1,1,2
HMDB0000573,ZQPPMHVWECSIRJ,,Elaidic acid,445639,C01712,27997,112-79-8,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCC\C=C\CCCCCCCC(O)=O,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,ZQPPMHVWECSIRJ,MML,Yes,,,,,,,Yes,25,Yes,,,,25,,,Yes,,25,25,Reactome,1,1,1,2
HMDB0000784,BDJRBEYXGGNYIS,BDJRBEYXGGNYIS-UHFFFAOYSA-N,Azelaic acid,2266,C08261,48131,123-99-9,BDJRBEYXGGNYIS-UHFFFAOYSA-N,OC(=O)CCCCCCCC(O)=O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,BDJRBEYXGGNYIS,MML,,,,,,,Yes,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0000115,,,Glycolic acid,757,C00160,17375,79-14-1,AEMRFAOFKBGASW-UHFFFAOYSA-N,OCC(O)=O,AEMRFAOFKBGASW-UHFFFAOYSA-N,AEMRFAOFKBGASW,MML,Yes,,,,,,Yes,,25,Yes,,,,25,,Yes,,,25,25,KEGG,1,1,1,2
HMDB0010384,IHNKQIMGVNPMTC,IHNKQIMGVNPMTC-RUZDIDTESA-N,LysoPC(18:0),497299,,73858,,IHNKQIMGVNPMTC-RUZDIDTESA-N,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCCCC)COP([O-])(=O)OCC[N+](C)(C)C,IHNKQIMGVNPMTC-RUZDIDTESA-N,IHNKQIMGVNPMTC,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0000613,JPIJQSOTBSSVTP,,Erythronic acid,2781043,,37655,88759-55-1,JPIJQSOTBSSVTP-PWNYCUMCSA-N,OC[C@@H](O)[C@@H](O)C(O)=O,JPIJQSOTBSSVTP-PWNYCUMCSA-N,JPIJQSOTBSSVTP,MML,Yes,,,,,,,Yes,25,Yes,,,Yes,50,,,,,0,25,,0,1,1,2
HMDB0000663,,,Glucaric acid,33037,C00818,16002,576-42-1,DSLZVSRJTYRBFB-LLEIAEIESA-N,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,DSLZVSRJTYRBFB-LLEIAEIESA-N,DSLZVSRJTYRBFB,MML,,,,,Yes,,,Yes,25,Yes,,,,25,,Yes,,,25,25,KEGG,1,1,1,2
HMDB0000391,RHCPKKNRWFXMAT,RHCPKKNRWFXMAT-RRWYKFPJSA-N,7-Ketodeoxycholic acid,188292,,16390,911-40-0,RHCPKKNRWFXMAT-RRWYKFPJSA-N,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,RHCPKKNRWFXMAT-RRWYKFPJSA-N,RHCPKKNRWFXMAT,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0144295,JVTAAEKCZFNVCJ,,2-hydroxypropanoic acid,,C01432,78320,10326-41-7,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,JVTAAEKCZFNVCJ,MML,Yes,,,,Yes,,,Yes,37.5,,,,Yes,25,,,,,0,20.8,,0,1,1,2
